"","Current (A)","CosPhi (Units)","Energy Consumption (kWh)","Reactive Energy (VARh)","Voltage (V)"
"2024-05-24 03:00:00","31.229911804199","0.96871614456177","4.582932472229","3564.2314453125","221.55044555664"
"2024-05-24 04:00:00","33.743892669678","0.96576625108719","4.9671244621277","3844.6657714844","221.56295776367"
"2024-05-24 05:00:00","33.596755981445","0.96693456172943","4.9709753990173","3797.8234863281","221.5417175293"
"2024-05-24 06:00:00","35.52135848999","0.96424674987793","5.2551465034485","4025.7712402344","221.55953979492"
"2024-05-24 07:00:00","33.227546691895","0.96912217140198","4.9589495658875","3702.6706542969","221.50534057617"
"2024-05-24 08:00:00","31.373418807983","0.97129815816879","4.6739797592163","3497.0930175781","221.49813842773"
"2024-05-24 09:00:00","27.718225479126","0.97396439313889","4.0733695030212","3140.3552246094","221.51223754883"
"2024-05-24 10:00:00","23.114038467407","0.97725945711136","3.3176112174988","2691.9792480469","221.53094482422"
"2024-05-24 11:00:00","19.054054260254","0.98005795478821","2.6492259502411","2299.9638671875","221.55004882812"
"2024-05-24 12:00:00","17.285543441772","0.98161464929581","2.3660800457001","2118.1594238281","221.55192565918"
"2024-05-24 13:00:00","16.223478317261","0.98268568515778","2.1995005607605","2004.6567382812","221.55047607422"
"2024-05-24 14:00:00","17.369928359985","0.98145073652267","2.3777089118958","2128.4719238281","221.55422973633"
"2024-05-24 15:00:00","16.240770339966","0.9829848408699","2.2099797725677","1996.0140380859","221.54457092285"
"2024-05-24 16:00:00","17.886781692505","0.98136192560196","2.4695925712585","2169.4143066406","221.54600524902"
"2024-05-24 17:00:00","19.447700500488","0.98001116514206","2.7200474739075","2328.392578125","221.54371643066"
"2024-05-24 18:00:00","19.89112663269","0.98009073734283","2.8022999763489","2359.5783691406","221.53381347656"
"2024-05-24 19:00:00","21.829486846924","0.97843098640442","3.1139488220215","2556.8283691406","221.53077697754"
"2024-05-24 20:00:00","26.278209686279","0.97372603416443","3.8069953918457","3036.7739257812","221.54153442383"
"2024-05-24 21:00:00","27.700151443481","0.97301304340363","4.0478320121765","3166.361328125","221.52947998047"
"2024-05-24 22:00:00","29.365768432617","0.97144895792007","4.3121242523193","3340.353515625","221.52967834473"
"2024-05-24 23:00:00","30.167516708374","0.97097569704056","4.4462184906006","3416.0561523438","221.52424621582"
"2024-05-25 00:00:00","31.77491569519","0.96894603967667","4.6884880065918","3600.1020507812","221.53486633301"
"2024-05-25 01:00:00","32.17586517334","0.96848547458649","4.7504668235779","3644.8083496094","221.53660583496"
"2024-05-25 02:00:00","30.737602233887","0.97061413526535","4.5407786369324","3471.2121582031","221.52203369141"
"2024-05-25 03:00:00","32.382778167725","0.9673877954483","4.7606348991394","3694.9233398438","221.55519104004"
"2024-05-25 04:00:00","29.546211242676","0.97102451324463","4.3339986801147","3369.2231445312","221.53634643555"
"2024-05-25 05:00:00","29.695388793945","0.96983802318573","4.332257270813","3417.0463867188","221.55682373047"
"2024-05-25 06:00:00","30.086862564087","0.96905589103699","4.384247303009","3469.9597167969","221.56503295898"
"2024-05-25 07:00:00","28.867933273315","0.97050482034683","4.198139667511","3333.4055175781","221.55891418457"
"2024-05-25 08:00:00","29.577096939087","0.96949607133865","4.3022303581238","3417.6394042969","221.56579589844"
"2024-05-25 09:00:00","29.951263427734","0.96910345554352","4.3605732917786","3457.671875","221.56663513184"
"2024-05-25 10:00:00","26.961519241333","0.97286820411682","3.9094572067261","3116.8471679688","221.5474395752"
"2024-05-25 11:00:00","29.147703170776","0.96992945671082","4.2348108291626","3371.6418457031","221.56512451172"
"2024-05-25 12:00:00","33.297691345215","0.96440315246582","4.8529963493347","3853.140625","221.59838867188"
"2024-05-25 13:00:00","30.737525939941","0.96908450126648","4.5027408599854","3517.0126953125","221.55233764648"
"2024-05-25 14:00:00","32.008354187012","0.96750092506409","4.6949472427368","3661.4855957031","221.56002807617"
"2024-05-25 15:00:00","30.737796783447","0.96939212083817","4.5104579925537","3508.1801757812","221.54637145996"
"2024-05-25 16:00:00","30.303991317749","0.96981507539749","4.4420223236084","3462.8608398438","221.54614257812"
"2024-05-25 17:00:00","30.164449691772","0.96973234415054","4.4147214889526","3454.9675292969","221.55039978027"
"2024-05-25 18:00:00","29.9137840271","0.96977430582047","4.3702068328857","3434.7719726562","221.55419921875"
"2024-05-25 19:00:00","29.292839050293","0.97029948234558","4.2702283859253","3371.7412109375","221.55526733398"
"2024-05-25 20:00:00","29.06113243103","0.9703893661499","4.2303433418274","3351.2631835938","221.5577545166"
"2024-05-25 21:00:00","30.08637046814","0.96908003091812","4.3845782279968","3468.443359375","221.56465148926"
"2024-05-25 22:00:00","32.01379776001","0.96669113636017","4.6762285232544","3686.4699707031","221.5760345459"
"2024-05-25 23:00:00","28.487558364868","0.9717532992363","4.1593647003174","3265.7905273438","221.54135131836"
"2024-05-26 00:00:00","28.387338638306","0.97164040803909","4.1384491920471","3261.8298339844","221.54539489746"
"2024-05-26 01:00:00","27.488822937012","0.97259843349457","3.9987645149231","3164.6828613281","221.54296875"
"2024-05-26 02:00:00","28.02153968811","0.97173637151718","4.0744671821594","3231.2810058594","221.55009460449"
"2024-05-26 03:00:00","27.929361343384","0.97183638811111","4.0601797103882","3221.1140136719","221.54974365234"
"2024-05-26 04:00:00","25.751518249512","0.9745032787323","3.7297790050507","2975.2282714844","221.53721618652"
"2024-05-26 05:00:00","24.942554473877","0.97518920898438","3.5996675491333","2893.1999511719","221.53851318359"
"2024-05-26 06:00:00","24.373329162598","0.97562044858932","3.5068361759186","2836.93359375","221.54043579102"
"2024-05-26 07:00:00","23.73218536377","0.97622054815292","3.4051105976105","2770.0314941406","221.5403137207"
"2024-05-26 08:00:00","26.512302398682","0.97272700071335","3.8247418403625","3086.4487304688","221.55792236328"
"2024-05-26 09:00:00","29.841257095337","0.96909499168396","4.3406734466553","3448.4267578125","221.56817626953"
"2024-05-26 10:00:00","28.008604049683","0.97214269638062","4.0821347236633","3217.0610351562","221.54187011719"
"2024-05-26 11:00:00","32.343204498291","0.96622693538666","4.7242646217346","3724.9174804688","221.5795135498"
"2024-05-26 12:00:00","30.22827911377","0.97053003311157","4.4459476470947","3433.8303222656","221.53248596191"
"2024-05-26 13:00:00","31.700828552246","0.96865826845169","4.6676650047302","3602.7373046875","221.54229736328"
"2024-05-26 14:00:00","33.676948547363","0.96583843231201","4.9571866989136","3838.3601074219","221.56228637695"
"2024-05-26 15:00:00","30.928291320801","0.97041118144989","4.5706434249878","3491.2312011719","221.52229309082"
"2024-05-26 16:00:00","34.039009094238","0.96551066637039","5.0156631469727","3876.4672851562","221.56176757812"
"2024-05-26 17:00:00","31.780582427979","0.96886020898819","4.6872782707214","3603.6015625","221.53770446777"
"2024-05-26 18:00:00","31.072811126709","0.96930557489395","4.5691900253296","3537.0197753906","221.54238891602"
"2024-05-26 19:00:00","29.82439994812","0.9700648188591","4.3610019683838","3419.7297363281","221.55039978027"
"2024-05-26 20:00:00","30.354543685913","0.96867591142654","4.4234175682068","3502.0834960938","221.56793212891"
"2024-05-26 21:00:00","28.387363433838","0.97085255384445","4.1192321777344","3286.5463867188","221.56120300293"
"2024-05-26 22:00:00","26.87425994873","0.97246044874191","3.8836643695831","3122.732421875","221.55729675293"
"2024-05-26 23:00:00","27.683917999268","0.9712992310524","4.002387046814","3219.0129394531","221.56521606445"
"2024-05-27 00:00:00","28.00860786438","0.97105956077576","4.0554804801941","3250.5307617188","221.56385803223"
"2024-05-27 01:00:00","27.234869003296","0.97226583957672","3.9444391727448","3155.087890625","221.5542755127"
"2024-05-27 02:00:00","30.112279891968","0.96891832351685","4.3853363990784","3474.4655761719","221.56716918945"
"2024-05-27 03:00:00","29.784280776978","0.96991717815399","4.3502416610718","3419.0859375","221.55345153809"
"2024-05-27 04:00:00","28.653553009033","0.97169375419617","4.1882219314575","3279.8408203125","221.53932189941"
"2024-05-27 05:00:00","27.057447433472","0.97359895706177","3.9448683261871","3101.5192871094","221.53112792969"
"2024-05-27 06:00:00","34.369457244873","0.96331864595413","5.0210604667664","3967.0632324219","221.60046386719"
"2024-05-27 07:00:00","33.195095062256","0.96628987789154","4.8805575370789","3787.85546875","221.56228637695"
"2024-05-27 08:00:00","32.31852722168","0.96804541349411","4.7646050453186","3668.4653320312","221.54336547852"
"2024-05-27 09:00:00","33.39879989624","0.96641874313354","4.9211025238037","3799.9096679688","221.55564880371"
"2024-05-27 10:00:00","33.48673248291","0.96638530492783","4.9364008903503","3807.7802734375","221.55459594727"
"2024-05-27 11:00:00","36.660308837891","0.96137583255768","5.3891863822937","4199.974609375","221.5965423584"
"2024-05-27 12:00:00","32.373443603516","0.96858906745911","4.7887387275696","3655.876953125","221.53175354004"
"2024-05-27 13:00:00","30.32820892334","0.9712341427803","4.4810318946838","3421.0764160156","221.5184173584"
"2024-05-27 14:00:00","26.921077728271","0.97437345981598","3.938542842865","3067.9333496094","221.51928710938"
"2024-05-27 15:00:00","24.358776092529","0.97585994005203","3.5098278522491","2829.0595703125","221.53622436523"
"2024-05-27 16:00:00","21.784879684448","0.97764140367508","3.086127281189","2580.2561035156","221.54791259766"
"2024-05-27 17:00:00","18.943021774292","0.98021656274796","2.6329751014709","2286.6096191406","221.54905700684"
"2024-05-27 18:00:00","20.908391952515","0.9774985909462","2.9234530925751","2517.5634765625","221.56707763672"
"2024-05-27 19:00:00","19.531837463379","0.97936099767685","2.7188489437103","2356.0769042969","221.55577087402"
"2024-05-27 20:00:00","22.310276031494","0.97617840766907","3.1458292007446","2662.484375","221.56716918945"
"2024-05-27 21:00:00","25.395273208618","0.97322905063629","3.6341161727905","2985.1101074219","221.56831359863"
"2024-05-27 22:00:00","27.127058029175","0.97223263978958","3.924281835556","3146.2983398438","221.55603027344"
"2024-05-27 23:00:00","28.861246109009","0.97097414731979","4.2083911895752","3315.8959960938","221.5489654541"
"2024-05-28 00:00:00","30.077156066895","0.97017967700958","4.4096975326538","3432.3757324219","221.54231262207"
"2024-05-28 01:00:00","30.868083953857","0.96996992826462","4.5483798980713","3499.1494140625","221.53164672852"
"2024-05-28 02:00:00","31.172407150269","0.96999841928482","4.6049175262451","3521.7932128906","221.52523803711"
"2024-05-28 03:00:00","32.430084228516","0.96829104423523","4.7920255661011","3669.3703613281","221.53579711914"
"2024-05-28 04:00:00","32.656860351562","0.96812438964844","4.8292765617371","3691.9055175781","221.53514099121"
"2024-05-28 05:00:00","32.199981689453","0.96866196393967","4.7589330673218","3641.3107910156","221.53375244141"
"2024-05-28 06:00:00","33.363159179688","0.96617895364761","4.909022808075","3805.9064941406","221.56114196777"
"2024-05-28 07:00:00","28.448677062988","0.97269225120544","4.1750345230103","3235.0217285156","221.52416992188"
"2024-05-28 08:00:00","24.714847564697","0.97592031955719","3.5758402347565","2854.1645507812","221.52861022949"
"2024-05-28 09:00:00","21.37345123291","0.97846907377243","3.0315055847168","2523.7995605469","221.53907775879"
"2024-05-28 10:00:00","18.767431259155","0.98036575317383","2.6048092842102","2268.970703125","221.54911804199"
"2024-05-28 11:00:00","18.182691574097","0.98069494962692","2.5066201686859","2213.9509277344","221.5537109375"
"2024-05-28 12:00:00","18.130756378174","0.98079824447632","2.4997041225433","2206.3764648438","221.55299377441"
"2024-05-28 13:00:00","16.845388412476","0.98249822854996","2.3079099655151","2056.90234375","221.54301452637"
"2024-05-28 14:00:00","16.521482467651","0.98277151584625","2.2557227611542","2023.9580078125","221.54354858398"
"2024-05-28 15:00:00","17.36109161377","0.98210328817368","2.3921637535095","2107.4255371094","221.54103088379"
"2024-05-28 16:00:00","19.572492599487","0.97998917102814","2.7423551082611","2338.7426757812","221.54174804688"
"2024-05-28 17:00:00","20.276151657104","0.97975009679794","2.8641333580017","2399.3493652344","221.53337097168"
"2024-05-28 18:00:00","23.454244613647","0.97642719745636","3.3601047992706","2741.0283203125","221.54022216797"
"2024-05-28 19:00:00","24.477451324463","0.97595816850662","3.5344407558441","2832.9895019531","221.53067016602"
"2024-05-28 20:00:00","26.949327468872","0.97349458932877","3.9233317375183","3095.251953125","221.53384399414"
"2024-05-28 21:00:00","30.055202484131","0.96982204914093","4.397349357605","3442.1711425781","221.54954528809"
"2024-05-28 22:00:00","29.693056106567","0.97135651111603","4.3692650794983","3368.4792480469","221.52554321289"
"2024-05-28 23:00:00","31.049770355225","0.96972864866257","4.575927734375","3521.2158203125","221.53273010254"
"2024-05-29 00:00:00","30.661943435669","0.97035878896713","4.5208110809326","3473.3349609375","221.52781677246"
"2024-05-29 01:00:00","30.177146911621","0.97096890211105","4.4474349021912","3418.2788085938","221.52537536621"
"2024-05-29 02:00:00","32.51721572876","0.9670205116272","4.776159286499","3716.0327148438","221.55986022949"
"2024-05-29 03:00:00","30.437314987183","0.96977311372757","4.4654307365417","3474.9189453125","221.5443572998"
"2024-05-29 04:00:00","29.926965713501","0.9698234796524","4.3739991188049","3434.8764648438","221.55279541016"
"2024-05-29 05:00:00","28.911918640137","0.97062957286835","4.2092251777649","3333.4099121094","221.55564880371"
"2024-05-29 06:00:00","29.43229675293","0.96968930959702","4.2807369232178","3401.0358886719","221.56460571289"
"2024-05-29 07:00:00","25.349287033081","0.97459352016449","3.6589143276215","2942.7106933594","221.54302978516"
"2024-05-29 08:00:00","30.157106399536","0.96830356121063","4.3785905838013","3497.6433105469","221.57843017578"
"2024-05-29 09:00:00","32.537105560303","0.96544933319092","4.7408285140991","3763.8056640625","221.59117126465"
"2024-05-29 10:00:00","34.387683868408","0.96341681480408","5.0265135765076","3965.1374511719","221.59802246094"
"2024-05-29 11:00:00","95.203430175781","0.93448293209076","15.782693862915","9382.119140625","220.99378967285"
"2024-05-29 12:00:00","34.812160491943","0.96554803848267","5.1577534675598","3931.3259277344","221.54708862305"
"2024-05-29 13:00:00","33.250885009766","0.96866130828857","4.9514322280884","3718.4897460938","221.5139465332"
"2024-05-29 14:00:00","32.091548919678","0.97006154060364","4.774377822876","3588.8310546875","221.50883483887"
"2024-05-29 15:00:00","29.246744155884","0.97283047437668","4.3238258361816","3290.1584472656","221.50718688965"
"2024-05-29 16:00:00","28.826623916626","0.9711040854454","4.2049026489258","3312.3291015625","221.54824829102"
"2024-05-29 17:00:00","22.874458312988","0.97709578275681","3.2701468467712","2678.9978027344","221.53894042969"
"2024-05-29 18:00:00","23.370149612427","0.97468858957291","3.3018429279327","2790.6865234375","221.57693481445"
"2024-05-29 19:00:00","20.613849639893","0.97768461704254","2.8743090629578","2490.1650390625","221.56875610352"
"2024-05-29 20:00:00","22.759874343872","0.97506463527679","3.1999261379242","2731.6511230469","221.58164978027"
"2024-05-29 21:00:00","24.299764633179","0.97361665964127","3.4442389011383","2891.2416992188","221.58157348633"
"2024-05-29 22:00:00","24.447353363037","0.9742231965065","3.4858543872833","2883.3874511719","221.56669616699"
"2024-05-29 23:00:00","25.55771446228","0.97367560863495","3.6742098331451","2983.8215332031","221.55682373047"
"2024-05-30 00:00:00","28.124601364136","0.9713751077652","4.0843892097473","3248.00390625","221.55485534668"
"2024-05-30 01:00:00","27.958744049072","0.97253733873367","4.0827293395996","3200.3642578125","221.53494262695"
"2024-05-30 02:00:00","29.779588699341","0.97063237428665","4.3669910430908","3396.3452148438","221.53872680664"
"2024-05-30 03:00:00","30.008853912354","0.97093367576599","4.4160223007202","3405.1123046875","221.52857971191"
"2024-05-30 04:00:00","31.821290969849","0.968745470047","4.691801071167","3609.3212890625","221.53828430176"
"2024-05-30 05:00:00","31.5485496521","0.96928858757019","4.6558785438538","3572.6975097656","221.53265380859"
"2024-05-30 06:00:00","33.643016815186","0.96616333723068","4.9597687721252","3826.6293945312","221.55596923828"
"2024-05-30 07:00:00","30.090923309326","0.97158062458038","4.4465661048889","3392.7219238281","221.51564025879"
"2024-05-30 08:00:00","42.9372215271","0.95935869216919","6.5229978561401","4732.203125","221.51593017578"
"2024-05-30 09:00:00","30.344095230103","0.9712473154068","4.4842071533203","3421.7709960938","221.51728820801"
"2024-05-30 10:00:00","163.34468078613","0.89063537120819","27.315212249756","15849.307617188","221.0124206543"
"2024-05-30 11:00:00","110.48287200928","0.92418140172958","18.407548904419","10826.201171875","220.91957092285"
"2024-05-30 12:00:00","35.919441223145","0.96750694513321","5.4100723266602","3952.0478515625","221.48693847656"
"2024-05-30 13:00:00","35.500541687012","0.96799808740616","5.3447508811951","3907.3046875","221.48384094238"
"2024-05-30 14:00:00","32.044555664062","0.97097861766815","4.7870936393738","3558.0817871094","221.4927520752"
"2024-05-30 15:00:00","30.069679260254","0.97175604104996","4.4456806182861","3386.9372558594","221.51449584961"
"2024-05-30 16:00:00","27.108692169189","0.97324615716934","3.9425454139709","3118.8518066406","221.54019165039"
"2024-05-30 17:00:00","23.974025726318","0.97484964132309","3.4117746353149","2833.0126953125","221.56568908691"
"2024-05-30 18:00:00","20.561483383179","0.9776771068573","2.8634605407715","2487.1833496094","221.57014465332"
"2024-05-30 19:00:00","19.551063537598","0.97702783346176","2.6651585102081","2430.7951660156","221.60038757324"
"2024-05-30 20:00:00","18.993534088135","0.97708398103714","2.5650334358215","2386.0373535156","221.61016845703"
"2024-05-30 21:00:00","20.088932037354","0.97628772258759","2.7443239688873","2491.966796875","221.60687255859"
"2024-05-30 22:00:00","20.433212280273","0.97666323184967","2.8159544467926","2505.517578125","221.59339904785"
"2024-05-30 23:00:00","21.837007522583","0.97591990232468","3.0526793003082","2633.6745605469","221.58149719238"
"2024-05-31 00:00:00","23.54881477356","0.97506600618362","3.3428173065186","2788.7309570312","221.56623840332"
"2024-05-31 01:00:00","24.294975280762","0.97541117668152","3.4871461391449","2834.3947753906","221.54571533203"
"2024-05-31 02:00:00","26.508548736572","0.97387611865997","3.8519792556763","3048.9055175781","221.53506469727"
"2024-05-31 03:00:00","29.111364364624","0.97152650356293","4.2673244476318","3317.8823242188","221.53337097168"
"2024-05-31 04:00:00","30.111717224121","0.97122120857239","4.4417753219604","3403.5925292969","221.52069091797"
"2024-05-31 05:00:00","31.368886947632","0.9699028134346","4.6388239860535","3539.3972167969","221.52336120605"
"2024-05-31 06:00:00","33.017959594727","0.96760833263397","4.8824987411499","3734.6184082031","221.53854370117"
"2024-05-31 07:00:00","30.294984817505","0.9720886349678","4.496946811676","3391.900390625","221.5015411377"
"2024-05-31 08:00:00","28.626575469971","0.9732466340065","4.2209486961365","3231.3247070312","221.509765625"
"2024-05-31 09:00:00","24.283851623535","0.97676819562912","3.5183219909668","2795.458984375","221.5192565918"
"2024-05-31 10:00:00","22.556625366211","0.97663766145706","3.2020599842072","2669.57421875","221.55322265625"
"2024-05-31 11:00:00","19.396171569824","0.98031908273697","2.7178447246552","2317.2485351562","221.53912353516"
"2024-05-31 12:00:00","93.33024597168","0.93016999959946","15.332160949707","9378.0078125","221.24768066406"
"2024-05-31 13:00:00","25.031408309937","0.9757387638092","3.6292200088501","2881.8471679688","221.52554321289"
"2024-05-31 14:00:00","24.784229278564","0.97590106725693","3.5883920192719","2858.9318847656","221.5269317627"
"2024-05-31 15:00:00","25.197578430176","0.97519385814667","3.6464138031006","2911.9897460938","221.53323364258"
"2024-05-31 16:00:00","22.87734413147","0.97776812314987","3.2877871990204","2658.4836425781","221.52523803711"
"2024-05-31 17:00:00","22.936777114868","0.97729748487473","3.2872047424316","2677.4250488281","221.53338623047"
"2024-05-31 18:00:00","26.015674591064","0.97326040267944","3.7478497028351","3033.0859375","221.55633544922"
"2024-05-31 19:00:00","23.507503509521","0.97653818130493","3.372227191925","2743.4057617188","221.53784179688"
"2024-05-31 20:00:00","23.260070800781","0.97666376829147","3.3303298950195","2720.8518066406","221.53993225098"
"2024-05-31 21:00:00","24.792308807373","0.97472286224365","3.5613009929657","2895.6296386719","221.54998779297"
"2024-05-31 22:00:00","25.975219726562","0.97351723909378","3.7466287612915","3021.6369628906","221.55197143555"
"2024-05-31 23:00:00","27.651231765747","0.97183841466904","4.0100555419922","3199.3403320312","221.55422973633"
"2024-06-01 00:00:00","27.864030838013","0.97207468748093","4.0544309616089","3208.2370605469","221.54568481445"
"2024-06-01 01:00:00","27.895114898682","0.97236055135727","4.0670471191406","3202.1008300781","221.53952026367"
"2024-06-01 02:00:00","29.168790817261","0.97095197439194","4.2640161514282","3341.5283203125","221.54391479492"
"2024-06-01 03:00:00","32.189052581787","0.96684217453003","4.7117199897766","3694.9736328125","221.56973266602"
"2024-06-01 04:00:00","30.936386108398","0.96950525045395","4.5495295524597","3519.3391113281","221.53973388672"
"2024-06-01 05:00:00","31.667213439941","0.96856099367142","4.6592488288879","3603.7463378906","221.54501342773"
"2024-06-01 06:00:00","35.280052185059","0.96314090490341","5.1820774078369","4041.8493652344","221.58682250977"
